"id","publisher","extension","install","averagerating","ratingcount","trendingdaily","trendingmonthly","trendingweekly","updateCount","weightedRating","downloadCount"
"loiane.angular-extension-pack","Loiane Groner","Angular Extension Pack",211354,5,24,0.00283932272688555,2.17539442924881,0.511078090839398,153148,4.82447197920861,1506
"alefragnani.pascal","Alessandro Fragnani","Pascal",211327,4.33333349227905,9,0.00378621156403667,2.20120874804182,0.451979005456877,327390,4.37010782755812,941
"CodeStream.codestream","New Relic CodeStream","New Relic CodeStream: GitHub, GitLab, Bitbucket PRs and Code Review",211116,4.42465734481812,73,0.00189509691051826,2.47310146822633,0.576583235025181,2659891,4.42207269234717,1899
"mtxr.sqltools-driver-pg","Matheus Teixeira","SQLTools PostgreSQL/Redshift Driver",211101,4.5,4,0.00568634140793813,5.1290799499602,1.1486409644035,18982,4.43086052093519,1601
"Oracle.oracledevtools","Oracle Corporation","Oracle Developer Tools for VS Code (SQL and PLSQL)",209105,3.27536225318909,69,0.00430576685707725,4.58372802862857,0.987451141740383,176607,3.41812712358405,4336
"mikeburgh.xml-format","Mike Burgh","XML Format",208550,4.19999980926514,15,0.00335702433363067,2.37725280311532,0.522257071331971,122617,4.28128177728279,750
"ms-vscode.makefile-tools","Microsoft","Makefile Tools",206757,3.58333325386047,12,0.0878083047143303,35.0021708058324,21.6439425351838,162508,4.09676412275414,1604
"p1c2u.docker-compose","p1c2u","Docker Compose",206718,2,8,0.00338702575591157,3.19348142700234,0.684179202694137,55639,3.33511373850515,353
"kuscamara.electron","Kus Cámara","Electron Color Theme",206156,4.72727251052856,11,0.00291101041171391,2.99688521885947,0.64672947980244,50997,4.57295451947176,492
"ikappas.composer","Ioannis Kappas","Composer",206038,4.5,4,0.00242719624852548,2.31845785659154,0.5048568196933,56161,4.43086052093519,433
"solnurkarim.html-to-css-autocompletion","solnurkarim","HTML to CSS autocompletion",205686,4.68421030044556,19,0.00437762353410412,5.67534571065854,1.26902442227529,4703,4.58731182763994,700
"azemoh.theme-onedark","Joshua Azemoh","One Dark Theme",205331,4.307692527771,13,0.00292255236239649,2.04968339016074,0.442279590842669,93481,4.34921957191807,348
"rocketseat.RocketseatReactJS","Rocketseat","Rocketseat ReactJS",205230,4.9069766998291,43,0.00292390536292975,1.7441095489876,0.370361345971102,50054,4.81192538463668,134
"ms-vscode.PowerShell-Preview","Microsoft","PowerShell Preview",204836,4.59999990463257,5,0.00244157315441485,3.56860332249275,0.791069702030412,837445,4.4688031210837,1841
"asciidoctor.asciidoctor-vscode","asciidoctor","AsciiDoc",204777,4.16666650772095,6,0.00439614116497741,4.13774575650263,0.892416656490414,549634,4.31450289621365,2199
"Kasik96.swift","Martin Kase","Swift Language",204704,2.44444441795349,9,0.00244295695509845,1.57521864464748,0.356671715444374,67168,3.47537089761443,334
"goessner.mdmath","goessner","Markdown+Math",203313,4.55172395706177,29,0.00245951636070283,1.57704189048266,0.344332290498396,312849,4.5136421037919,788
"usqlextpublisher.usql-vscode-ext","Microsoft","Azure Data Lake Tools",202708,3,2,0.0024672716416732,2.63109847868031,0.557603391018144,85756,4.16933727442439,715
"william-voyek.vscode-nginx","William Voyek","NGINX Configuration",201897,2.79999995231628,5,0.00297257796824296,3.84701132056776,0.821917808219178,13442,3.86880313697828,313
"eventyret.bootstrap-4-cdn-snippet","Simen Daehlin","Bootstrap 4 CDN Snippet",200117,5,10,0.000999515235110971,1.82461506169508,0.412300034483276,512647,4.70160236465464,401
"fortran-lang.linter-gfortran","The Fortran Programming Language","Modern Fortran",198393,4.125,8,0.0035297024460838,3.71274273007357,0.882425611520949,318866,4.2795581829496,2108
"gerane.Theme-FlatlandMonokai","gerane","Flatland Monokai Theme",197984,4.75,12,0.00505231673984105,2.39833475640255,0.542618817858929,35283,4.59236578604967,282
"alexdima.copy-relative-path","alexdima","Copy Relative Path",197781,3.83333325386047,18,0,1.29448529039957,0.29479879855584,27606,4.03685878080647,202
"rocketseat.RocketseatReactNative","Rocketseat","Rocketseat React Native",196830,5,36,0.00152432827933824,1.61273931953986,0.338908987439535,55519,4.87026189767593,125
"denoland.vscode-deno","denoland","Deno",196801,3.88888883590698,27,0.00966046024466387,6.64792198415684,1.41805387486145,637846,4.02789313142111,987
"lkytal.FlatUI","Kaiyuan Liu","Flat UI",196064,4.92307710647583,26,0.00204030624996812,1.02984457967141,0.237695678121286,129306,4.77866811281845,376
"ms-dynamics-smb.al","Microsoft","AL Language",195925,4.8125,16,0.000510474945889656,2.48907583615796,0.537530118021808,976704,4.65507874204203,3142
"ms-kubernetes-tools.vscode-aks-tools","Microsoft","Azure Kubernetes Service",195575,5,4,0.0056252173379426,2.15650377400945,0.476097940147688,494668,4.57371766379234,471
"bierner.lit-html","Matt Bierner","lit-html",194702,4.8461537361145,13,0.0010273955010351,2.15753055217371,0.462327975465795,94217,4.65356721141658,474
"fabiospampinato.vscode-monokai-night","Fabio Spampinato","Monokai Night Theme",193979,4.66666650772095,15,0.00361012692174792,4.31771179841051,0.966482550193658,18901,4.56128179635628,441
"dgileadi.java-decompiler","David Gileadi","Java Decompiler",193238,4.33333349227905,3,0.00621172670473075,3.28910929015493,0.719525009964645,41845,4.38708059768691,981
"FelixAngelov.bloc","Felix Angelov","bloc",192920,4.83333349227905,12,0.00725918935595435,4.53595632042062,0.987249752409792,818615,4.63782041820188,723
"gencer.html-slim-scss-css-class-completion","Gencer W. Genç","SCSS Everywhere",192694,4.9523811340332,21,0.00207621796136158,1.74246592407271,0.397076685110403,411683,4.77522745509,257
"mrmlnc.vscode-duplicate","mrmlnc","Duplicate action",192567,4.40000009536743,15,0.00571375144142366,3.19294819185738,0.700713699498229,14261,4.40128194894417,297
"kaiwood.endwise","Kai Wood","endwise",192062,5,17,0.00677055122703221,4.32325736427649,0.954647723011541,35876,4.77896471455899,173
"doggy8088.netcore-snippets","Will 保哥","Essential ASP.NET Core 3 Snippets",192014,5,9,0.00208348525413311,1.8720115008386,0.397945683539425,327226,4.68589722595225,299
"DSKWRK.vscode-generate-getter-setter","DSKWRK","TypeScript Toolbox",191618,3.20000004768372,25,0.000521898876873617,1.20141121456307,0.266690326082418,80724,3.54377281386245,221
"mushan.vscode-paste-image","mushan","Paste Image",190043,4.84999990463257,40,0.00631788435112695,4.42567798796443,0.958738950283515,31812,4.76064086956791,919
"jakob101.RelativePath","jakob101","Relative Path",189855,4.83333349227905,24,0.00263394950192015,1.8506129200491,0.41827118090492,101784,4.70682503258206,239
"thebarkman.vscode-djaneiro","Scott Barkman","Djaneiro - Django Snippets",189787,5,10,0.00527017554954756,2.39265969949459,0.500139659652063,19850,4.70160236465464,654
"krizzdewizz.refactorix","Christian Oetterli","refactorix",189785,5,2,0.000526950903984276,0.98961379768247,0.246086072160657,20158,4.50267060775773,90
"docsmsft.docs-yaml","Microsoft","docs-yaml",189218,5,1,0.00264332085685889,4.05009621687919,0.902429740531625,166129,4.45745884482661,628
"hridoy.rails-snippets","Hridoy","Ruby on Rails",188986,3.5,4,0.0015877888452541,2.84161277005642,0.613945020164918,8713,4.14514623522091,208
"shaharkazaz.git-merger","Shahar Kazaz","Git Merger",188794,4.63636350631714,11,0.00211910425463157,2.09367500357599,0.464083831764313,30758,4.52533551726577,411
"jawandarajbir.react-vscode-extension-pack","Rajbir Jawanda","React Extension Pack",188706,4.75,4,0.00159010319769753,3.11872240508409,0.703355647781541,74255,4.50228909236377,806
"spook.easysass","Wojciech Sura","Easy Sass",188550,3.92000007629395,25,0.0021222298268791,2.40766973859434,0.49554066457627,5302,4.05805854858404,635
"Wscats.cors-browser","Eno Yao","Open Browser Preview",187950,3.25,16,0.0133155083062141,8.8420301356584,1.87535618984719,33470,3.69354028050357,947
"AdamCaviness.theme-monokai-dark-soda","Adam Caviness","Monokai Dark Soda",187536,4.66666650772095,24,0.00319993173478966,2.05755610546975,0.477323150439457,53854,4.58917774936457,386
"jamesmaj.easy-icons","James Maguire","Easy icon theme",187349,5,1,0.00266934312804305,2.58125480481763,0.588323225420688,7761,4.45745884482661,274
"qufiwefefwoyn.inline-sql-syntax","qufiwefefwoyn","Inline SQL",187076,5,4,0.00106916423431803,1.09856625076178,0.253391923533374,3382,4.57371766379234,78
"l7ssha.tag-inserter","l7ssha","Tag Inserter",186742,4,1,0.00267813623143382,2.84846569575301,0.629362014386948,900,4.36654975391752,66
"andys8.jest-snippets","andys8","Jest Snippets",186058,5,9,0.0037631171512128,2.94275761224841,0.640267503870635,64158,4.66844707183848,248
"dunstontc.dark-plus-syntax","dunstontc","dark-plus-syntax",185882,4.5238094329834,21,0.00215206490627757,1.48384875287839,0.344868401230981,715627,4.48490468986271,395
"hridoy.jquery-snippets","Hridoy","jQuery Snippets",185210,3,7,0.00162010660301448,1.87284323308474,0.405566686287958,3013,3.82541454665251,379
"fantasytyx.tortoise-svn","fantasytyx","TortoiseSVN",183729,4.55555534362793,9,0.00272174017179624,1.22968220961754,0.274894260969914,13457,4.475370809776,908
"yamajyn.commandlist","yamajyn","Command List",183546,5,2,0.00490428471007504,3.04883032809665,0.675701448943672,42748,4.50267060775773,951
"mrmlnc.vscode-less","mrmlnc","Less IntelliSense",183177,5,4,0.0027305990934411,2.6191906504287,0.582163726721643,16016,4.57371766379234,222
"alefragnani.pascal-formatter","Alessandro Fragnani","Pascal Formatter",182707,5,1,0.00164217094999589,1.14897227468046,0.226619591099433,146142,4.45745884482661,309
"espressif.esp-idf-extension","Espressif Systems","Espressif IDF",182703,2.53333330154419,45,0.00492859020415316,6.52709629370017,1.38657671076842,272023,2.8733099247742,2039
"blanu.vscode-styled-jsx","niceSprite","styled-jsx",182085,4.5,8,0.00219706581859926,2.74633227324908,0.571786379290458,136383,4.44622484961626,200
"adrianwilczynski.namespace","Adrian Wilczyński","C# Namespace Autocompletion",182051,5,2,0.00439584592560031,4.2947414693115,0.936864662893566,2855,4.50267060775773,292
"deerawan.vscode-dash","Budi Irawan","Dash",181618,4.8461537361145,13,0.00330401933952653,1.95157408988034,0.43998524204695,229421,4.65356721141658,499
"shanoor.vscode-nginx","shanoor","nginx.conf",181023,3.25,8,0.000552449561355048,0.91817117097209,0.199434291649172,64877,3.89066929406071,275
"shyykoserhiy.vscode-spotify","shyykoserhiy","vscode-spotify",180186,4.38181829452515,55,0.00166514953042783,1.58133700406296,0.335805155302946,116827,4.43800091776851,297
"doggy8088.angular-extension-pack","Will 保哥","Angular Extension Pack",179661,4.77358484268188,53,0.00055663790704147,0.836070136376287,0.210409128861675,521147,4.71479434849576,1120
"aws-scripting-guy.cform","aws-scripting-guy","CloudFormation",179576,4.38461542129517,13,0.00278500331415394,1.99517637425989,0.428890510379707,86841,4.39269772912739,385
"Rubymaniac.vscode-paste-and-indent","g3rry","Paste and Indent",179197,4.33333349227905,18,0.00279049001004576,1.66592253599732,0.361089407299922,8121,4.35828750550413,208
"walter-ribeiro.full-react-snippets","Walter Ribeiro","Fullstack React/React Native snippets",177978,4.42857122421265,7,0.000561930343114668,1.19466390946178,0.255678306117174,164550,4.41364975662243,263
"tushortz.pygame-snippets","Taiwo Kareem","Pygame Snippets",177818,2.5,4,0.00281279710169387,3.62850826118509,0.78870830731496,2567,3.85943194950662,507
"kevinkyang.auto-comment-blocks","kky","Auto Comment Blocks",177033,4.11111116409302,9,0.00225986147049186,2.4208766002644,0.519203172845505,12631,4.26484461946999,408
"erd0s.terraform-autocomplete","erd0s","Terraform Autocomplete",176889,5,2,0.00113083155698543,1.85739083234857,0.394094797609422,5488,4.50267060775773,246
"mdickin.markdown-shortcuts","mdickin","Markdown Shortcuts",176496,4.89473676681519,19,0.00113340776044294,2.27928300625074,0.506633268917992,88516,4.72524296077866,585
"ms-vscode.js-atom-grammar","Microsoft","JavaScript Atom Grammar",176158,4.63636350631714,11,0.00170317130496985,1.4652950460424,0.329279785627505,38344,4.52533551726577,262
"uctakeoff.vscode-counter","Kentaro Ushiyama","VS Code Counter",175517,4.67647075653076,34,0.0057009617522476,4.9963228796698,1.10199590670946,471440,4.61436484125315,2966
"herrherrmann.angular-bootstrap","HerrHerrmann","Angular UI Bootstrap Snippets",175497,5,2,0.00113972452858144,1.24002028709661,0.274673611388127,28774,4.50267060775773,287
"SimonSiefke.svg-preview","Simon Siefke","Svg Preview",175393,4.83333349227905,12,0.00741611235980695,5.21238604858124,1.13010142959827,67214,4.63782041820188,434
"styled-components.vscode-styled-components","Styled Components","vscode-styled-components",174893,5,7,0.0223273068687956,21.0655277831847,4.49465862120293,150044,4.64894395841722,541
"Hyzeta.vscode-theme-github-light","Hyzeta","Github Light Theme",174486,4.83333349227905,18,0.00343951892595289,2.54409749889649,0.60650183727636,112808,4.6797160769327,546
"Tobermory.es6-string-html","Tobermory","es6-string-html",174113,4.88461542129517,26,0.00344698819406544,3.90773561600552,0.90655789503921,243001,4.75089022907686,512
"NativeScript.nativescript","NativeScript","NativeScript",173985,4.23076915740967,13,0.00172433613058972,0.682262329003334,0.140820783998161,337560,4.3057411451921,297
"clarkyu.vscode-sql-beautify","clarkyu","SQL Beautify",173723,4.16666650772095,24,0.00172746379523796,3.03918463708865,0.655860420925345,879931,4.23623657289398,1223
"pucelle.vscode-css-navigation","pucelle","CSS Navigation",172549,4.77272748947144,22,0.000579693342221965,4.65609692472682,0.994174081910669,340503,4.65725162692076,529
"danielpinto8zz6.c-cpp-project-generator","danielpinto8zz6","C/C++ Project Generator",172421,4.55555534362793,9,0.00116031490946643,3.24250001450394,0.688066741313592,62714,4.475370809776,736
"TomiTurtiainen.rf-intellisense","Tomi Turtiainen","Robot Framework Intellisense",172370,4.66666650772095,9,0.00116062464818565,2.99615252929126,0.705079473772784,103068,4.52800241382007,1896
"toba.vsfire","toba","Firebase",171801,5,4,0.00116443580174316,2.80687250010189,0.596769873892337,19790,4.57371766379234,212
"ms-dotnettools.vscode-dotnet-pack","Microsoft",".NET Extension Pack",170390,3,2,0.00939408172851104,6.4466885861907,1.40206669798027,134976,4.16933727442439,1768
"P-de-Jong.vscode-html-scss","P-de-Jong","HTML SCSS Support",170319,4.25,4,0.00117437053739196,1.01289458850056,0.238397219090567,9356,4.35943194950662,196
"amlovey.shaderlabvscodefree","amlovey","ShaderlabVSCode(Free)",169822,4.11111116409302,9,0.00412281270061901,2.83119437883937,0.64787056724013,284591,4.26484461946999,636
"csstools.postcss","csstools","PostCSS Language Support",169441,3.13333344459534,15,0.0129938397387057,9.6999013649438,2.13158034622677,15267,3.64128195848091,366
"linyang95.php-symbols","lin yang","PHP Symbols",168847,3.69565224647522,23,0.00355380760870209,1.31964722536471,0.259427955435253,27616,3.91006208975827,194
"Thavarajan.ionic2","Thavarajan","ionic 2 Commands with Snippets",168301,3.44444441795349,9,0.00118836119050024,0.504459325367352,0.109329229526022,80545,3.94905510814074,101
"discountry.react-redux-react-router-snippets","discountry","React/Redux/react-router Snippets",168103,5,3,0.00297498631506295,1.75464692862413,0.358783349596592,35941,4.54092671485329,296
"vsciot-vscode.azure-iot-edge","Microsoft","Azure IoT Edge",168011,4.25,8,0.00119060375516424,1.94544653593837,0.4095676917765,583994,4.33511373850515,212
"ChandZhang.wechat-snippet","ChandZhang","wechat-snippet",167999,5,2,0.00238146269438689,2.12128789502512,0.45247791193351,29215,4.50267060775773,361
"Yummygum.city-lights-theme","Yummygum","City Lights theme",167941,4.9375,16,0,1.99849933899456,0.454962304824744,108705,4.7320018189651,392
"mtxr.sqltools-driver-sqlite","Matheus Teixeira","SQLTools SQLite",167143,5,2,0.00778005194680838,4.58005673453266,1.0072174943445,16865,4.50267060775773,1032
"ryanluker.vscode-coverage-gutters","ryanluker","Coverage Gutters",165853,5,22,0.00663361918201445,3.61894079193352,0.862370493661878,412505,4.81350147790915,637
"walkme.HTML5-extension-pack","walkme","HTML5 extension pack",165432,5,1,0.00302312082809326,2.85805843087937,0.637273870562059,38270,4.45745884482661,1042
"marcelovelasquez.flutter-tree","Marcelo Velasquez","Flutter Tree",164878,5,5,0.00364011405690712,3.75477764969969,0.819025662804101,488,4.60213648620618,553
"obenjiro.arrr","obenjiro","arrr",162687,5,2,0.00553338784745065,3.26531365086782,0.755000030741044,4226,4.50267060775773,200
"hex-ci.stylelint-plus","Hex","stylelint-plus",162395,4.42857122421265,7,0.00123200502658051,3.48657422522284,0.720722940549597,181016,4.41364975662243,677
"ajhyndman.jslint","Andrew Hyndman","jslint",162038,3.5,4,0,0.903536382151453,0.200580139480343,11793,4.14514623522091,308
"Wscats.vue","Eno Yao","Vue 3 Support - All In One",161740,3.25,16,0.00804425578258233,7.03686744304048,1.57791171119884,314323,3.69354028050357,991
"svipas.prettier-plus","Benas Svipas","Prettier+",161611,4.19999980926514,5,0.000618896136850314,2.83701989132184,0.605280421839607,194621,4.33546975596123,735
"bbenoist.vagrant","Baptist BENOIST","Vagrant",160813,5,1,0.00124380429983146,1.37813516421326,0.286696891111153,11734,4.45745884482661,190
"nickdemayo.vscode-json-editor","Nick DeMayo","Json Editor",160666,3.6875,16,0.00124505867338998,2.33074983658605,0.514209232110063,63533,3.96277104973434,764
"adrianwilczynski.asp-net-core-switcher","Adrian Wilczyński","ASP.NET Core Switcher",160274,5,2,0.00312026110344914,2.75768676322835,0.599090131862234,14680,4.50267060775773,307
"slevesque.vscode-zipexplorer","slevesque","Zip File Explorer",160146,4,9,0.0049970954382765,3.97394014728939,0.897603268100417,2351,4.21221301542593,426
"brandonfowler.exe-runner","Brandon Fowler","exe Runner",159995,5,4,0.00500212590350899,4.98461846284671,1.07233074056474,33209,4.57371766379234,544
"tungvn.wordpress-snippet","TungVN","WordPress Snippet",159606,4.46153831481934,13,0.00187982881025635,1.22752821309739,0.248764012557256,41131,4.4361758863367,246
"coderfee.vscode-wxml","coderfee","vscode wxml",158940,3.79999995231628,5,0.000629263258576858,1.45863223338116,0.285685519393894,6395,4.20213647031161,177
"patcx.vscode-nuget-gallery","pcislo","NuGet Gallery",158782,4.94999980926514,20,0.00756138902716429,11.5771167163408,1.90988084511125,146514,4.76773478261318,665
"trixnz.vscode-lua","trixnz","vscode-lua",158572,4.33333349227905,12,0.0018921833904142,1.55726693031089,0.338700826884142,42628,4.36509314547461,823
"uloco.theme-bluloco-dark","Umut Topuzoğlu","Bluloco Dark Theme",158295,4.92592573165894,27,0.00505490894845257,3.3507727692055,0.710214707257586,324796,4.78464978507795,456
"johnpapa.Angular1","John Papa","Angular 1 JavaScript and TypeScript Snippets",158241,3.89473676681519,19,0,0.363376685751842,0.0815227694991089,105562,4.07007054698556,146
"chuckjonas.apex-pmd","Charlie Jonas","Apex PMD",158192,4.75,4,0.00569155562863232,6.21454635139664,1.39253394380537,269597,4.50228909236377,599
"sldobri.bunker","dobbbri","Dobri Next - Themes and Icons",157802,4.94117641448975,17,0.00507057608082498,3.43531529475893,0.743473217850963,7002,4.74192764220068,578
"rafaelmaiolla.remote-vscode","Rafael Maiolla","Remote VSCode",157063,4.25,20,0,0.617633762281042,0.150906393464543,17233,4.30106824310309,493
"ithildir.java-properties","ithildir","Java Properties",156601,4,1,0.00447055818112147,1.88146634308341,0.443862562268489,15832,4.36654975391752,232
"be5invis.toml","be5invis","TOML Language Support",156249,4.625,8,0.00512144219812299,3.50754772543948,0.79574408153336,75357,4.50178040517182,423
"marlon407.code-groovy","Marlon Franca","code-groovy",155212,4.5,4,0.00322187783927985,2.59167853391671,0.566406124145397,3343,4.43086052093519,1022
"dcasella.monokai-plusplus","Davide Casella","Monokai++",155184,5,5,0.00193337586760242,1.65883649440288,0.354452242393777,124091,4.60213648620618,388
"MarinhoBrandao.Angular2Tests","Marinho Brandao","Angular 2 TypeScript Test Snippets",154730,5,1,0.000646291257618158,0.26304054185059,0.0723846208532337,24905,4.45745884482661,109
"oleg-shilo.cs-script","Oleg Shilo","CS-Script",154126,3.79999995231628,5,0.00584169019569662,5.92931554863207,1.3182747541622,87837,4.20213647031161,969
"danielehrhardt.ionic3-vs-ionView-snippets","Daniel Ehrhardt","Ionic 3 ionView Snippets",154078,5,1,0.001947116320729,0.72043303866973,0.15576930565832,29774,4.45745884482661,72
"numso.prettier-standard-vscode","numso","Prettier-Standard - JavaScript formatter",153954,5,10,0.00129930032677403,2.41734825796309,0.498931325481228,102587,4.70160236465464,637
"Nimda.deepdark-material","Nimda","Deepdark Material Theme",153943,4.79166650772095,24,0.00259861753547113,2.41281638168494,0.469050465152539,81571,4.67741304348222,436
"akhail.save-typing","Michel Betancourt","Save Typing",153920,4,13,0.000649814802781207,3.11976086815258,0.684904802131392,1047,4.17530640404751,355
"BazelBuild.vscode-bazel","The Bazel Team","Bazel",153497,2.83333325386047,6,0.00716934648148027,4.70048425676689,1.07735724853517,87995,3.81450292601597,505
"kriegalex.vscode-cudacpp","kriegalex","vscode-cudacpp",153444,1.66666662693024,6,0.00195532728919942,1.15885730673219,0.246371238439127,3115,3.37700294091713,533
"plorefice.devicetree","Pietro Lorefice","DeviceTree",152870,4.75,4,0.00196336363457876,3.59491881491371,0.704847544813775,3814,4.50228909236377,1219
"fabioz.vscode-pydev","Fabio Zadrozny","Python (PyDev)",152716,3.28571438789368,7,0.00196464940831309,1.67191664647444,0.351017360951938,53338,3.94306164754991,631
"PrimaFuture.open-php-html-js-in-browser","PrimaFuture","Open PHP/HTML/JS In Browser",152673,4.31578969955444,19,0.00655265054714632,4.89810628399187,1.08904338481499,16635,4.345932813263,741
"Vue.vscode-typescript-vue-plugin","Vue","TypeScript Vue Plugin (Volar)",152344,5,2,0.00854279612288484,16.3016264169542,2.75406604238541,1298132,4.50267060775773,618
"sandcastle.vscode-open","sandcastle","Open",152177,4.54545450210571,11,0.017096602379058,4.23798470511649,0.927819459878877,2460,4.47771651505979,468
"joaompinto.vscode-graphviz","João Pinto","Graphviz (dot) language support for Visual Studio Code",151910,5,10,0.00526797531953563,4.23215967233194,0.96733196804973,23833,4.70160236465464,1879
"ms-pyright.pyright","ms-pyright","Pyright",151727,4.47058820724487,17,0.00197753520012656,2.23922902494331,0.487792016031219,1894024,4.44563136356502,1243
"qinjia.seti-icons","qinjia","seti-icons",151726,4.9375,16,0.00131832203970786,1.36512247211749,0.293326653834999,27800,4.7320018189651,194
"jeremyrajan.webpack","Jeremy Rajan","webpack",151021,4,4,0.00264893645201452,1.5337342057164,0.343699504648883,93367,4.28800337807805,243
"Endormi.2077-theme","Endormi","2077 theme",150497,5,28,0.00598169601020876,4.60258276341063,0.984985943014376,144385,4.84294861297612,803
"vuetifyjs.vuetify-vscode","Vuetifyjs","vuetify-vscode",150166,4.66666650772095,6,0.00266432206325101,2.19207097753976,0.489569179122372,6697,4.50200289621365,337
"766b.go-outliner","766b","Go Outliner",149933,5,2,0.00266881951440829,3.01976928055298,0.653193576151429,5964,4.50267060775773,614
"spences10.VBA","Scott Spence","VSCode VBA",149833,3.40000009536743,5,0.000667494359672661,1.58196163242421,0.350434538828147,178801,4.06880318466199,860
"doggy8088.netcore-extension-pack","Will 保哥",".NET Core Extension Pack",149194,5,38,0.000670362599129869,1.75836109751765,0.388139944896194,167382,4.87566765193943,1297
"capaj.vscode-standardjs-snippets","capaj","JavaScript standardjs styled snippets",148823,5,7,0.0020160206440514,1.86683511639159,0.391780011827321,250222,4.64894395841722,315
"max-SS.cyberpunk","Max","Cyberpunk",148790,4.83098602294922,71,0.00470543948804818,2.75469871743164,0.638595359092254,105374,4.77817351756157,612
"openhab.openhab","openHAB","openHAB",148681,5,13,0.000672589942090006,0.530673464309015,0.107614390734401,228258,4.74052379535186,455
"raynigon.nginx-formatter","Simon Schneider","nginx-formatter",148603,3,7,0.00201934532824458,2.96776451741012,0.635420663287629,106972,3.82541454665251,404
"michelemelluso.gitignore","michelemelluso","gitignore",148069,5,11,0.00135082197517189,2.01677720893163,0.418754812303287,7330,4.71581177586156,156
"ronnidc.nunjucks","ronnidc","Nunjucks",147669,2.875,8,0.00270921947386958,1.859201863943,0.398932567527295,57992,3.72400262739404,280
"mrorz.language-gettext","MrOrz","gettext",147535,4.83333349227905,6,0.000677897163000373,2.60651459173643,0.597905297766329,41105,4.56450301542294,193
"adamvoss.vscode-languagetool","Adam Voss","LanguageTool for Visual Studio Code",147452,3.25,8,0.00474808041891635,2.54564940174187,0.565021569851046,7136,3.89066929406071,236
"golang.go-nightly","Go Team at Google","Go Nightly",147074,5,3,0.00476209913329796,5.49070030069255,1.20549138060057,2653724,4.54092671485329,1345
"eyhn.vscode-vibrancy","eyhn","Vibrancy",146769,3.30909085273743,55,0.00272603981381148,3.86211690621742,0.863473111024786,64372,3.47741606451771,1083
"Perkovec.emoji","Perkovec","Emoji",146683,4,3,0.00818375252332369,3.70860385181952,0.804048201973635,26332,4.31015748408406,434
"koppt.vscode-view-in-browser","Koppt Ho","view-in-browser",145823,5,3,0.00343024931051989,3.00215419656701,0.636654272032491,2771,4.54092671485329,508
"secanis.jenkinsfile-support","secanis.ch","Jenkinsfile Support",145671,3,5,0,1.65460612135609,0.35769700797781,7559,3.93546981953951,307
"ipedrazas.kubernetes-snippets","ipedrazas","Kubernetes Support",145627,4.19999980926514,5,0.00412107724959304,2.92733853962759,0.759651906341651,11293,4.33546975596123,201
"MikeBovenlander.formate","MikeBovenlander","formate: CSS/LESS/SCSS formatter",145557,4.90000009536743,10,0.00137425875918177,1.78378786941793,0.390289487607622,229882,4.65160241233835,656
"premparihar.gotestexplorer","Prem Parihar","Go Test Explorer",145341,4.2857141494751,7,0.00481831510404119,5.07506246601367,1.10614748174203,40716,4.35482625525991,226
"mblode.pretty-formatter","mblode","Pretty Formatter",144690,3.81818175315857,11,0.0020738712955474,3.41843118549396,0.779084316693973,119745,4.09676412275414,638
"bbenoist.shell","Baptist BENOIST","Shell",144333,3,2,0.00277223331115547,3.34539254823686,0.699988911066755,4193,4.16933727442439,545
"asvetliakov.vscode-neovim","Alexey Svetliakov","VSCode Neovim",144108,4.51648330688477,91,0.00624722345624167,3.68447356730342,0.757996446023989,161903,4.50526760613472,1226
"bibhasdn.git-easy","bibhasdn","Git Easy",143105,3.83333325386047,12,0.00139767287466368,1.09857087948566,0.240399734442154,30555,4.09236574270084,200
"CraigMaslowski.erb","Craig Maslowski","erb",142988,3.875,8,0.00629612788135297,4.37091188918815,0.982895519255658,8267,4.16844707183848,128
"robberphex.php-debug","Robert Lu","PHP Debug",142847,5,2,0.00700368393775126,5.28568026782087,1.18012074351109,6809,4.50267060775773,482
"s-nlf-fh.glassit","hikarin522","GlassIt-VSC",142034,4.73529434204102,34,0.00422576873776288,4.07434535799304,0.86628259124139,82998,4.65981943005653,642
"whtouche.vscode-js-console-utils","whtouche","javascript console utils",141936,4.77777767181396,9,0.00140946313549169,2.34393719432268,0.50388307093828,3963,4.58063401786413,359
"febean.vue-format","fe_bean","vue-format",141582,4.11111116409302,9,0.00211976682564918,2.88924218335983,0.613319201554496,54336,4.26484461946999,549
"piotrpalarz.vscode-gitignore-generator","Piotr Palarz",".gitignore Generator",141499,4.91666650772095,12,0.00282727471921628,2.38197895093972,0.547784476848154,45258,4.6832747902611,228
"Gruntfuggly.activitusbar","Gruntfuggly","Activitus Bar",140661,4.9642858505249,28,0.00782322359484236,5.1860860412355,1.10236332472779,200331,4.81663292388921,485
"NG-42.ng-fortytwo-vscode-extension","NG.42","NG.42 TS Helpers",140532,5,1,0,0.194263187481766,0.055503767851933,18662,4.45745884482661,41
"sainnhe.gruvbox-material","sainnhe","Gruvbox Material",140482,4.90625,32,0.00213591541774946,2.78380976113346,0.649318286995835,365850,4.78647731650221,670
"neilding.language-liquid","Neil Ding","Liquid Languages Support",140397,3.20000004768372,5,0.00071234203815304,1.85636335142682,0.403897935632773,28671,4.00213650210075,156
"PKief.material-product-icons","Philipp Kief","Material Product Icons",140360,5,7,0.00427603212725472,5.33577542279268,1.18659891531318,148189,4.64894395841722,408
